GWAS	analysis_class	frozen_archetype	condition	set_id	n_genes_requested	n_genes_mapped_to_entrez	n_genes_tested	beta	SE	P	BH_FDR	status
T2D DIAMANTE 2022	gained_vs_control	TFAP2/2	Ex-4_HG	DA0297	195	143	137.0	0.13023	0.098156	0.092299	0.27181632110091747	primary
T2D DIAMANTE 2022	gained_vs_control	TFAP2/2	IFNg	DA0298	169	121	118.0	0.053259	0.10416	0.30457	0.5200370744680851	primary
T2D DIAMANTE 2022	gained_vs_control	TFAP2/2	dex	DA0299	241	163	158.0	0.016797	0.090379	0.42628	0.5971433766233767	primary
T2D DIAMANTE 2022	gained_vs_control	TFAP2/2	palmitate	DA0300	214	156	151.0	0.028635	0.092881	0.37893	0.5726521658986176	primary
T2D DIAMANTE 2022	gained_vs_control	YY1	3-cyt	DA0301	766	473	459.0	0.091766	0.055853	0.050201	0.18477927272727274	primary
T2D DIAMANTE 2022	gained_vs_control	YY1	Ex-4_HG	DA0302	669	413	404.0	0.072281	0.058357	0.10776	0.29314372881355927	primary
T2D DIAMANTE 2022	gained_vs_control	YY1	IFNg	DA0303	400	250	238.0	0.01846	0.077266	0.40559	0.5864612162162162	primary
T2D DIAMANTE 2022	gained_vs_control	YY1	dex	DA0304	700	440	426.0	0.041363	0.060347	0.24655	0.45554642045454546	primary
T2D DIAMANTE 2022	gained_vs_control	YY1	palmitate	DA0305	986	640	611.0	0.042145	0.049195	0.19581	0.4029167307692308	primary
T2D DIAMANTE 2022	gained_vs_control	ZBTB14	3-cyt	DA0306	1617	1058	1033.0	0.14223	0.038413	0.00010704	0.0031236218181818183	primary
T2D DIAMANTE 2022	gained_vs_control	ZBTB14	Ex-4_HG	DA0307	1818	1186	1145.0	0.094062	0.036065	0.0045568	0.042724182857142856	primary
T2D DIAMANTE 2022	gained_vs_control	ZBTB14	IFNg	DA0308	1773	1204	1167.0	0.10855	0.035611	0.0011534	0.0155243625	primary
T2D DIAMANTE 2022	gained_vs_control	ZBTB14	dex	DA0309	2655	1796	1747.0	0.093645	0.029553	0.00076694	0.013677096666666668	primary
T2D DIAMANTE 2022	gained_vs_control	ZBTB14	palmitate	DA0310	1941	1296	1259.0	0.069788	0.035051	0.023248	0.12087872307692307	primary
T2D DIAMANTE 2022	gained_vs_control	ZIC/2	3-cyt	DA0311	304	203	203.0	0.12571	0.081732	0.06203	0.2095961052631579	primary
T2D DIAMANTE 2022	gained_vs_control	ZIC/2	Ex-4_HG	DA0312	251	163	161.0	0.062904	0.093075	0.24958	0.45554642045454546	primary
T2D DIAMANTE 2022	gained_vs_control	ZIC/2	IFNg	DA0313	144	97	97.0	0.044368	0.11962	0.35535	0.5619081280788177	primary
T2D DIAMANTE 2022	gained_vs_control	ZIC/2	dex	DA0314	220	149	146.0	0.094005	0.10419	0.18348	0.39264720000000003	primary
T2D DIAMANTE 2022	gained_vs_control	ZIC/2	palmitate	DA0315	200	137	137.0	0.045797	0.10317	0.32855	0.5420011675126903	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF136	3-cyt	DA0316	14	12	12.0	-0.17343	0.40317	0.66646	0.7956981412639405	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF136	Ex-4_HG	DA0317	15	11	11.0	-0.45126	0.37858	0.88336	0.9327584210526316	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF136	IFNg	DA0318	18	13	12.0	-0.31722	0.41947	0.77524	0.8610797231833911	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF136	dex	DA0319	20	13	13.0	-0.40691	0.3682	0.86544	0.9230296345514949	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF136	palmitate	DA0320	14	11	10.0	0.13375	0.46629	0.38712	0.5726521658986176	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF143	3-cyt	DA0321	123	75	71.0	0.036	0.13005	0.39096	0.5730509589041096	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF143	Ex-4_HG	DA0322	112	73	67.0	0.040978	0.13413	0.37999	0.5726521658986176	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF143	IFNg	DA0323	32	23	23.0	0.25435	0.23735	0.14195	0.3409547014925373	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF143	dex	DA0324	136	96	94.0	0.020943	0.11791	0.42951	0.5971433766233767	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF143	palmitate	DA0325	135	99	97.0	-0.23642	0.11976	0.97581	0.9866171473354232	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF28	3-cyt	DA0326	11	3	3.0	-0.5742	0.77672	0.77012	0.8610797231833911	insufficient
T2D DIAMANTE 2022	gained_vs_control	ZNF28	Ex-4_HG	DA0327	10	3	3.0	-0.72628	0.77766	0.82482	0.8940120202020202	insufficient
T2D DIAMANTE 2022	gained_vs_control	ZNF28	IFNg	DA0328	7	2	2.0	0.26321	0.90841	0.38601	0.5726521658986176	insufficient
T2D DIAMANTE 2022	gained_vs_control	ZNF28	dex	DA0329	3	2	2.0	-0.027474	0.55808	0.51963	0.6868607407407408	insufficient
T2D DIAMANTE 2022	gained_vs_control	ZNF28	palmitate	DA0330	11	5	5.0	0.34204	0.46877	0.23281	0.4456201775147929	insufficient
T2D DIAMANTE 2022	gained_vs_control	ZNF317	3-cyt	DA0331	36	9	9.0	-0.41447	0.37492	0.86552	0.9230296345514949	insufficient
T2D DIAMANTE 2022	gained_vs_control	ZNF317	Ex-4_HG	DA0332	34	11	11.0	-0.47465	0.40838	0.87743	0.9326325496688742	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF317	IFNg	DA0333	41	14	11.0	-0.71725	0.37907	0.97076	0.9866171473354232	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF317	dex	DA0334	107	54	51.0	0.0069535	0.18593	0.48508	0.6570070886075949	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF317	palmitate	DA0335	38	13	13.0	-0.065638	0.33112	0.57857	0.7324613385826771	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF331	3-cyt	DA0336	179	94	90.0	0.24449	0.1315	0.031507	0.14439122535211268	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF331	Ex-4_HG	DA0337	176	79	77.0	0.14663	0.13391	0.13677	0.33513870229007636	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF331	IFNg	DA0338	130	61	61.0	0.042394	0.1448	0.38485	0.5726521658986176	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF331	dex	DA0339	337	194	186.0	0.093141	0.084676	0.13568	0.3350252307692308	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF331	palmitate	DA0340	215	112	108.0	-0.012757	0.11221	0.54526	0.7114978048780488	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF335	3-cyt	DA0341	29	13	13.0	0.15713	0.35234	0.32781	0.5420011675126903	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF335	Ex-4_HG	DA0342	26	16	16.0	-0.14856	0.28382	0.69965	0.8166823636363636	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF335	IFNg	DA0343	25	10	10.0	0.31768	0.41912	0.22424	0.4456201775147929	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF335	dex	DA0344	37	14	14.0	-0.39073	0.32932	0.88227	0.9327584210526316	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF335	palmitate	DA0345	25	12	12.0	0.068577	0.33647	0.41925	0.5928601321585903	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF436	3-cyt	DA0346	56	31	30.0	0.31838	0.20547	0.060636	0.2095961052631579	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF436	Ex-4_HG	DA0347	47	32	29.0	0.22773	0.19337	0.11947	0.3143431967213115	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF436	IFNg	DA0348	42	26	26.0	0.12039	0.24746	0.3133	0.529312105263158	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF436	dex	DA0349	41	24	24.0	-0.034917	0.22376	0.562	0.7253826506024096	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF436	palmitate	DA0350	59	41	40.0	0.24949	0.19196	0.09686	0.27881102631578947	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF563	3-cyt	DA0351	66	41	41.0	0.2338	0.19756	0.11833	0.31402289256198346	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF563	Ex-4_HG	DA0352	50	31	30.0	0.22499	0.22709	0.16091	0.3663270212765957	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF563	IFNg	DA0353	85	57	57.0	0.074095	0.16949	0.331	0.5420011675126903	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF563	dex	DA0354	14	11	10.0	0.14897	0.34314	0.33209	0.5420011675126903	exploratory
T2D DIAMANTE 2022	gained_vs_control	ZNF563	palmitate	DA0355	88	59	59.0	-0.063414	0.159	0.65499	0.7917639325842697	primary
T2D DIAMANTE 2022	gained_vs_control	ZNF708	3-cyt	DA0356	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	ZNF708	Ex-4_HG	DA0357	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	ZNF708	IFNg	DA0358	1	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	ZNF708	dex	DA0359	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	ZNF708	palmitate	DA0360	0	0						insufficient
